name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Kolkata,India",2022-01-07,26,15,20.2,26,15,20.2,15.8,77.5,0,0,0,,0,0,,11.2,358.5,1015.9,0.4,2.3,180.4,15.5,7,,2022-01-07T06:18:12,2022-01-07T17:07:19,0.14,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-08,27,16,21.3,27.3,16,21.4,15.8,73.4,0,0,0,,0,0,,13,7.8,1015.7,1.7,2.4,188.3,16.2,7,,2022-01-08T06:18:22,2022-01-08T17:08:00,0.19,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-09,27,16.8,21.4,28.2,16.8,21.6,17.5,79.6,0,0,0,,0,0,,11.2,25.9,1013.7,1.3,2.5,192.8,16.8,7,,2022-01-09T06:18:32,2022-01-09T17:08:42,0.24,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42811099999,42805099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-10,26.7,16,21.6,27.5,16,21.6,17.7,79.6,0,0,0,,0,0,8.3,11.2,17.2,1014.5,31.3,2.4,180.5,15.6,7,10,2022-01-10T06:18:40,2022-01-10T17:09:23,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42811099999,42805099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-11,27,18,22.2,28.8,18,22.4,18.9,82.6,11.51,100,4.17,rain,0,0,34.2,22.3,346.9,1014.5,61.9,2,187.4,16.1,7,10,2022-01-11T06:18:46,2022-01-11T17:10:05,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42807099999,42811099999,42805099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-12,22,18,19.5,22,18,19.5,17.6,89.1,0.006,100,8.33,rain,0,0,27.4,14.8,351,1014.4,88.9,2.5,50.3,4.5,3,10,2022-01-12T06:18:51,2022-01-12T17:10:47,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-13,25,18,20.7,25,18,20.7,18.4,87.2,0.486,100,4.17,rain,0,0,19.1,16.6,351.1,1014.9,76.3,2.4,180.9,16.3,7,10,2022-01-13T06:18:55,2022-01-13T17:11:30,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-14,20.6,17,18.9,20.6,17,18.9,16.5,86.2,0.542,100,16.67,rain,0,0,19.4,14.8,19.6,1015.4,84.7,2,86.5,7.7,5,10,2022-01-14T06:18:58,2022-01-14T17:12:12,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42807099999,42714099999,42811099999,42805099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-15,23.2,16.9,19.2,23.2,16.9,19.2,15.9,81.9,0.002,100,4.17,rain,0,0,23.8,18.4,351.2,1015.5,52.9,2.2,192.9,17,7,10,2022-01-15T06:18:59,2022-01-15T17:12:54,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-16,22.2,15,18.3,22.2,15,18.3,13.9,76,0,0,0,,0,0,28.1,24.1,341.8,1017.2,6,2.6,199.7,17.7,8,10,2022-01-16T06:18:58,2022-01-16T17:13:37,0.49,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-17,23,13.8,17.9,23,13.8,17.9,13.9,78.3,0,0,0,,0,0,24.8,13,331.2,1017.6,0,2.3,204.8,17.8,8,10,2022-01-17T06:18:57,2022-01-17T17:14:19,0.5,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-18,23,14,18.2,23,14,18.2,13.4,75.4,0,0,0,,0,0,19.4,11.2,318.4,1015.1,10.5,2.2,196.9,17,8,10,2022-01-18T06:18:54,2022-01-18T17:15:02,0.5,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-19,23,14.6,18.2,23,14.6,18.2,14.2,78.7,0,0,0,,0,0,16.2,13,322.1,1013,12.7,2.3,207.3,18,8,10,2022-01-19T06:18:49,2022-01-19T17:15:44,0.52,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-20,23,13,17.7,23,13,17.7,12.5,74.2,0,0,0,,0,0,13.3,11.2,336,1011.2,8.9,2,204.4,17.7,8,10,2022-01-20T06:18:43,2022-01-20T17:16:26,0.53,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-21,24.6,14.9,19.4,24.6,14.9,19.4,16.4,83.2,0,0,0,rain,0,0,14.8,11.2,44.9,1010.8,43.9,1.8,189.2,16.3,8,10,2022-01-21T06:18:36,2022-01-21T17:17:09,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-22,23.1,16,19.8,23.1,16,19.8,17.8,88.2,1.004,100,4.17,rain,0,0,24.1,13,82,1009.6,71.3,1.5,140.5,12,7,10,2022-01-22T06:18:27,2022-01-22T17:17:51,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-23,22.1,17,19.2,22.1,17,19.2,17.7,91.5,4.883,100,12.5,rain,0,0,29.5,13,46.8,1010.4,79.3,1.2,114.3,9.9,7,10,2022-01-23T06:18:17,2022-01-23T17:18:33,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-24,22,16.9,18.8,22,16.9,18.8,16.3,86,0,0,0,rain,0,0,19.8,9.4,51.3,1010.5,80,2.1,132,11.4,7,10,2022-01-24T06:18:06,2022-01-24T17:19:14,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-25,25,16,20.8,25,16,20.8,18.4,87,0,0,0,,0,0,12.2,11.2,225.4,1011.1,61.5,1.7,205.6,17.7,8,10,2022-01-25T06:17:53,2022-01-25T17:19:56,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-26,24.8,17,20.7,24.8,17,20.7,17.4,82.1,0.012,100,4.17,rain,0,0,19.4,13,350.6,1011.9,41.4,1.7,162.7,14,8,10,2022-01-26T06:17:39,2022-01-26T17:20:37,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-27,23,16.3,19.6,23,16.3,19.6,14.6,74.9,0,0,0,,0,0,24.5,18.4,358,1013.5,14.3,2.3,207.5,17.7,8,10,2022-01-27T06:17:24,2022-01-27T17:21:18,0.86,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-28,21,13,16.9,21,13,16.9,10.5,67.6,0,0,0,,0,0,22.3,20.5,340.6,1015.5,30.5,2.8,216.2,18.8,8,10,2022-01-28T06:17:07,2022-01-28T17:21:59,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-29,21.1,12,16.6,21.1,12,16.6,10.6,70.4,0,0,0,,0,0,26.3,18.4,343.9,1015.1,0.5,2.6,215.9,18.7,8,10,2022-01-29T06:16:49,2022-01-29T17:22:39,0.95,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-30,23,12,17.7,23,12,17.7,11,67.8,0,0,0,,0,0,17.3,11.2,270.3,1012.3,2.5,2.4,219.1,18.9,8,10,2022-01-30T06:16:30,2022-01-30T17:23:20,0.98,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-01-31,26,14,19.9,26,14,19.9,15.5,77.4,0,0,0,,0,0,16.2,11.2,188.1,1011.2,14.3,2.3,218.7,18.9,8,10,2022-01-31T06:16:09,2022-01-31T17:23:59,1,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-01,27,16,21.1,27.9,16,21.1,15.7,74.1,0,0,0,,0,0,20.9,14.8,256.7,1009.4,21.3,2.4,216.6,18.7,8,10,2022-02-01T06:15:47,2022-02-01T17:24:39,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-02,27.7,17,21.9,27.9,17,21.9,16.6,74.9,0,0,0,,0,0,15.8,11.2,145.5,1011.6,25.9,2.2,220.7,18.9,8,10,2022-02-02T06:15:24,2022-02-02T17:25:18,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-03,27.2,18,22.8,28.8,18,23.1,19.6,83.2,0,0,0,,0,0,34.6,18.4,190.1,1011.3,57.4,2.1,214.7,18.4,8,10,2022-02-03T06:14:59,2022-02-03T17:25:56,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-04,24,17,19.3,24,17,19.3,18.1,92.3,27.566,100,12.5,rain,0,0,38.2,20.5,97.7,1009.1,77.6,2.4,66.8,5.7,7,10,2022-02-04T06:14:33,2022-02-04T17:26:35,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-05,23,16.3,19.3,23,16.3,19.3,14,74.2,0,0,0,,0,0,42.5,18.4,315.2,1011.5,47.3,3.1,228,19.7,9,10,2022-02-05T06:14:06,2022-02-05T17:27:12,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-06,23,13,18.1,23,13,18.1,12,69.8,0,0,0,,0,0,18,13,326.5,1015.4,5.4,3.2,227.5,19.7,9,10,2022-02-06T06:13:38,2022-02-06T17:27:50,0.15,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-07,25,14.3,19,25,14.3,19,14.1,75.2,0,0,0,,0,0,12.2,11.2,341,1014.8,9.3,2.6,226.7,19.7,9,10,2022-02-07T06:13:09,2022-02-07T17:28:27,0.2,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-08,26,14,20.2,26,14,20.2,16,78.3,0,0,0,,0,0,16.9,11.2,27.2,1013.7,21.9,2.1,226.1,19.6,9,10,2022-02-08T06:12:38,2022-02-08T17:29:03,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-09,26.1,16.9,21.4,26.1,16.9,21.4,18,82.6,0,0,0,,0,0,20.9,13,138.8,1014,41.2,2.1,226.5,19.6,9,10,2022-02-09T06:12:06,2022-02-09T17:29:39,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,42805099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-10,22.8,17,20.4,22.8,17,20.4,18.8,90.6,0.162,100,4.17,rain,0,0,19.8,9.4,81.5,1013.2,69.7,1.6,219.7,18.9,8,10,2022-02-10T06:11:33,2022-02-10T17:30:15,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-11,24,17.2,20.1,24,17.2,20.1,16.7,81.9,0,0,0,,0,0,20.2,18.4,349.6,1013.5,48.1,1.6,228.8,19.7,9,10,2022-02-11T06:11:00,2022-02-11T17:30:50,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-12,24,14.9,19.3,24,14.9,19.3,11.8,65.1,0,0,0,,0,0,20.5,18.4,343.8,1013.8,6.1,3,236.5,20.5,9,10,2022-02-12T06:10:24,2022-02-12T17:31:24,0.42,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-13,25,14.8,19.5,25,14.8,19.5,12.1,64.8,0,0,0,,0,0,19.4,20.5,344.3,1012.4,4.6,3.3,239.9,20.8,9,10,2022-02-13T06:09:48,2022-02-13T17:31:59,0.45,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-14,25.3,14,20,25.3,14,20,11.2,61.6,0,0,0,,0,0,18,18.4,348.6,1012,4.6,3.3,240.3,20.8,9,10,2022-02-14T06:09:11,2022-02-14T17:32:32,0.48,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-15,26,14.6,20,26,14.6,20,12.3,65.1,0,0,0,,0,0,14.8,13,344.2,1011.2,0.6,2.6,242.1,21,9,10,2022-02-15T06:08:33,2022-02-15T17:33:05,0.49,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-16,26,15,20.5,26,15,20.5,13.2,65.1,0,0,0,,0,0,17.6,16.6,340.4,1009.5,2.3,2.9,239.2,20.7,9,10,2022-02-16T06:07:54,2022-02-16T17:33:38,0.5,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-17,27,17,21.7,27.3,17,21.7,14.6,66.2,0,0,0,,0,0,17.3,13,347.9,1009.4,4,2.9,233.9,20.2,9,10,2022-02-17T06:07:14,2022-02-17T17:34:10,0.51,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-18,27,17,21.9,26.7,17,21.8,13.5,62.5,0,0,0,,0,0,17.3,18.4,9.4,1011.2,1.2,3,239.6,20.7,9,10,2022-02-18T06:06:33,2022-02-18T17:34:42,0.52,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-19,28,16,22,27.3,16,21.9,13.1,60.8,0,0,0,,0,0,32,14.8,331.6,1011.4,5.6,2.8,244.5,21.2,9,10,2022-02-19T06:05:51,2022-02-19T17:35:14,0.54,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-20,27,17,22.5,29.6,17,22.6,19.3,82.4,0,0,0,,0,0,32.4,18.4,205,1007.7,64.9,2.1,180.5,15.6,9,10,2022-02-20T06:05:08,2022-02-20T17:35:44,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,42805099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-21,29,17,22.6,27.7,17,22.4,14.5,66.8,0,0,0,,0,0,21.2,11.2,233.1,1008.3,32.5,2.5,247.4,21.4,9,10,2022-02-21T06:04:24,2022-02-21T17:36:15,0.62,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42807099999,42811099999,42805099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-22,28.1,17,23.4,29.3,17,23.8,18.6,75.7,0,0,0,,0,0,20.9,13,174.2,1012.6,38.2,2.7,239.1,20.7,9,10,2022-02-22T06:03:40,2022-02-22T17:36:45,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42811099999,42805099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-23,29,19,23.7,31.4,19,24,18.8,75.9,0,0,0,,0,0,10.4,11.2,271.9,1015.2,20,1.9,246,21.3,9,10,2022-02-23T06:02:54,2022-02-23T17:37:14,0.73,Clear,Partly cloudy throughout the day.,clear-day,"42807099999,42811099999,42805099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-24,29.2,19,24.3,32.7,19,25,20.8,81.7,0,0,0,,0,0,34.2,18.4,179.2,1014.9,39.6,2.3,241.3,20.9,9,30,2022-02-24T06:02:08,2022-02-24T17:37:43,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,42805099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-25,26,20.3,22.7,26,20.3,22.7,18.8,79.9,0.981,100,8.33,rain,0,0,32.4,20.5,349.8,1014.9,67.4,2.6,238.8,20.6,9,10,2022-02-25T06:01:21,2022-02-25T17:38:12,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-26,30.3,19,24.8,31.3,19,24.9,17.9,68.2,0,0,0,,0,0,15.1,9.4,13.2,1015.7,21.9,3,245.1,21.1,9,10,2022-02-26T06:00:33,2022-02-26T17:38:40,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-27,31,20.4,24.5,32.6,20.4,25,20.1,79,2.509,100,4.17,rain,0,0,14,14.8,229.4,1014.6,38.6,2.2,246.1,21.2,9,10,2022-02-27T05:59:45,2022-02-27T17:39:08,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-02-28,30.4,20.9,25.3,31.6,20.9,25.7,19.2,71.1,0,0,0,,0,0,31.7,16.6,303,1013.5,16.1,2.8,249.6,21.6,9,10,2022-02-28T05:58:56,2022-02-28T17:39:35,0.97,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,42805099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-01,30.1,20.8,25.3,30.8,20.8,25.6,18.3,67.4,0,0,0,,0,0,18.7,14.8,51.1,1014.4,11.1,3,243.5,18.4,9,10,2022-03-01T05:58:06,2022-03-01T17:40:02,1,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-02,30.7,21,25.5,30.8,21,25.6,18,65.6,0,0,0,,0,0,14.8,14.8,28.8,1013.8,9.3,3.3,258.9,18.6,9,10,2022-03-02T05:57:16,2022-03-02T17:40:29,1,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-03,30.9,20,25.2,31.3,20,25.5,18.6,68.9,0,0,0,,0,0,15.1,11.2,356.9,1013.6,0.3,2.7,263.2,19.1,9,10,2022-03-03T05:56:25,2022-03-03T17:40:55,0,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-04,31.2,21,25.8,31.4,21,25.7,17.5,64.6,0,0,0,,0,0,17.6,9.4,340,1012.6,11.8,2.9,268.7,19.4,10,10,2022-03-04T05:55:33,2022-03-04T17:41:21,0.02,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-05,32,21,26.5,33,21,27,18.8,65.1,0,0,0,,0,0,23.4,13,280.4,1010.9,20.6,3,260.9,18.8,9,10,2022-03-05T05:54:41,2022-03-05T17:41:46,0.04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-06,31.6,22,26.4,31,22,26.2,16.3,56.7,0,0,0,,0,0,20.2,14.8,11.5,1011.5,8.7,3.6,269.1,19.4,9,10,2022-03-06T05:53:48,2022-03-06T17:42:11,0.08,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-07,30.8,21,25.8,30.2,21,25.7,16.6,59.5,0,0,0,,0,0,15.5,18.4,324.5,1011.6,4,3,292.7,22.1,10,10,2022-03-07T05:52:55,2022-03-07T17:42:36,0.12,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-08,32,21.4,26.2,32.4,21.4,26.3,17.1,59.6,0,0,0,,0,0,15.5,14.8,319.1,1010.2,7,3.3,277.5,23.9,10,10,2022-03-08T05:52:02,2022-03-08T17:43:01,0.16,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-09,32.3,21,26.5,32.4,21,26.5,16.3,56.5,0,0,0,,0,0,17.3,11.2,330.4,1010.4,0.5,3.1,280.8,24.2,10,10,2022-03-09T05:51:08,2022-03-09T17:43:25,0.21,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-10,33,21,26.6,32,21,26.5,16.2,55.6,0,0,0,,0,0,16.2,14.8,318.1,1009.9,3,3.4,279.7,24.2,10,10,2022-03-10T05:50:13,2022-03-10T17:43:49,0.25,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-11,32.1,21.9,26.8,31.4,21.9,26.7,16.3,54.7,0,0,0,,0,0,18.4,20.5,322,1009.4,19.1,2.9,270,23.3,9,10,2022-03-11T05:49:18,2022-03-11T17:44:12,0.3,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-12,32.3,21,26.7,31.7,21,26.5,16.1,55.5,0,0,0,,0,0,18.4,16.6,333.5,1008.9,22.7,3.3,267.5,23.3,9,10,2022-03-12T05:48:23,2022-03-12T17:44:36,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-13,32.3,21.8,26.8,31.6,21.8,26.7,16.3,54.6,0,0,0,,0,0,16.6,14.8,332,1009.1,29.3,3.4,282.4,24.4,10,10,2022-03-13T05:47:28,2022-03-13T17:44:59,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-14,33,21,27.4,32,21,27.1,15.7,52.5,0,0,0,,0,0,13.3,14.8,319.1,1008.7,18.7,3.6,283.7,24.5,10,10,2022-03-14T05:46:32,2022-03-14T17:45:22,0.43,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-15,35.1,22,29.1,33.7,22,28.7,15.3,46.9,0,0,0,,0,0,24.8,11.2,260.5,1006.5,1.8,3.5,287.5,24.9,10,10,2022-03-15T05:45:36,2022-03-15T17:45:44,0.46,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-16,35.6,25,30,34.9,25,29.9,15.8,45.6,0,0,0,,0,0,37.1,22.3,198.9,1005.1,2.6,3.8,283.3,24.5,10,10,2022-03-16T05:44:39,2022-03-16T17:46:07,0.48,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-17,35.5,23,29,35.9,23,30,19.8,61.5,0,0,0,,0,0,30.6,18.4,171.9,1006.2,15.8,3.3,281.9,24.4,10,10,2022-03-17T05:43:43,2022-03-17T17:46:29,0.5,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-18,35.2,25,29.2,37.7,25,30.2,19.8,59.3,0,0,0,,0,0,28.4,16.6,202.4,1006.9,16.1,3.7,286.2,24.6,10,10,2022-03-18T05:42:46,2022-03-18T17:46:51,0.5,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-19,35,24.8,29.4,34.2,24.8,29.2,16.1,47.1,0,0,0,,0,0,31.7,18.4,209.3,1005.3,8.7,3.9,289.3,25.1,10,10,2022-03-19T05:41:49,2022-03-19T17:47:13,0.51,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-20,34.3,24,28.9,36.5,24,30.3,21,65.4,0,0,0,,0,0,38.5,27.7,187.9,1004.5,10.5,4,287.5,24.7,10,10,2022-03-20T05:40:52,2022-03-20T17:47:35,0.53,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-21,34.6,25,29.1,38.8,25,31.9,23.5,74,0,0,0,,0,0,36,24.1,188,1005.1,28.6,3.6,284.8,24.5,10,10,2022-03-21T05:39:55,2022-03-21T17:47:56,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-22,34.2,25.9,29.5,40.6,25.9,33.3,24,74.1,0,0,0,,0,0,34.9,20.5,195.7,1005.6,21,3.8,273.4,23.5,10,10,2022-03-22T05:38:58,2022-03-22T17:48:18,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2022-03-23,35,26,29.4,40.6,26,33.1,23.9,74,0,0,0,,0,0,39.2,22.3,205,1005.6,46.1,3.1,227.4,19.6,10,10,2022-03-23T05:38:00,2022-03-23T17:48:39,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
